"x","y","Crash.Severity","Physical.Juris.Name","Crash.Military.Time","Persons.Injured","K_People","Pedestrians.Injured","Pedestrians.Killed","Vehicle.Count","Collision.Type","Weather.Condition","Light.Condition","Roadway.Surface.Condition","Roadway.Defect","Roadway.Description","Intersection.Type","Alcohol.","Unrestrained.","Distracted.","RTE.Name","Crash.Date"
-78.501425785,38.035926583,"O","104. City of Charlottesville",1226,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","1/11/2015 5:00:00 AM"
-78.496592725,38.0216978730001,"O","104. City of Charlottesville",1047,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR PROSPECT AVE","9/4/2015 4:00:00 AM"
-78.497429772,38.0576581180001,"O","104. City of Charlottesville",815,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","3/27/2015 4:00:00 AM"
-78.476024815,38.033874902,"O","104. City of Charlottesville",1338,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","S-VA104PR PARK ST","4/10/2015 4:00:00 AM"
-78.4844291969999,38.017497194,"B","104. City of Charlottesville",701,2,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR PALATINE AVE","10/21/2015 4:00:00 AM"
-78.47666137,38.032510675,"C","104. City of Charlottesville",823,1,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","S-VA104NP PARK ST","7/8/2015 4:00:00 AM"
-78.463493843,38.0292641080001,"B","104. City of Charlottesville",1735,2,0,0,0,2,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR FAIRWAY AVE","8/14/2015 4:00:00 AM"
-78.500973916,38.0259840900001,"B","104. City of Charlottesville",631,2,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","Yes","Belted","No","S-VA104NP CHERRY AVE","12/16/2015 5:00:00 AM"
-78.4647991099999,38.0320081610001,"O","104. City of Charlottesville",952,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WBBUS001","5/16/2015 4:00:00 AM"
-78.499140328,38.0301841180001,"O","104. City of Charlottesville",819,0,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   SR00302NBINS014","2/4/2015 5:00:00 AM"
-78.514711565,38.044516909,"B","104. City of Charlottesville",810,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250WBBUS001","11/6/2015 5:00:00 AM"
-78.494827745,38.03248173,"B","104. City of Charlottesville",1818,3,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","S-VA104PR ROOSEVELT BROWN BLVD","8/7/2015 4:00:00 AM"
-78.4727535919999,38.0298829710001,"B","104. City of Charlottesville",1655,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR 10TH ST NE","9/15/2015 4:00:00 AM"
-78.498866554,38.0578102850001,"O","104. City of Charlottesville",1649,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","3/24/2015 4:00:00 AM"
-78.4991665809999,38.0525660060001,"B","104. City of Charlottesville",1818,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   US00029NBBUS008","5/22/2015 4:00:00 AM"
-78.48607118,38.0176519340001,"O","104. City of Charlottesville",2128,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Unbelted","No","S-VA104PR 6TH ST SE","7/10/2015 4:00:00 AM"
-78.4624062669999,38.0363054600001,"O","104. City of Charlottesville",2005,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","2. Two Approaches","No","Belted","No","R-VA   US00250WB","5/12/2015 4:00:00 AM"
-78.5027706659999,38.0572690720001,"O","104. City of Charlottesville",1845,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00250EB","10/19/2015 4:00:00 AM"
-78.4939033059999,38.017584958,"O","104. City of Charlottesville",2146,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR BROOKWOOD DR","7/6/2015 4:00:00 AM"
-78.492114525,38.061208091,"O","104. City of Charlottesville",1603,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NB","1/8/2015 5:00:00 AM"
-78.488072474,38.0310064230001,"O","104. City of Charlottesville",1557,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","7/31/2015 4:00:00 AM"
-78.487197094,38.020716511,"O","104. City of Charlottesville",214,0,0,0,0,1,"9. Fixed Object - Off Road","3. Fog","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 1ST ST S","12/26/2015 5:00:00 AM"
-78.519817367,38.028454181,"B","104. City of Charlottesville",2031,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104PR STADIUM RD","5/31/2015 4:00:00 AM"
-78.496442117,38.057432885,"O","104. City of Charlottesville",1543,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","11/5/2015 5:00:00 AM"
-78.474479366,38.030676672,"B","104. City of Charlottesville",900,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","R-VA   SR00020SB","10/29/2015 4:00:00 AM"
-78.4942927879999,38.0584406620001,"O","104. City of Charlottesville",1521,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","Yes","R-VA   US00029NB","4/18/2015 4:00:00 AM"
-78.474616066,38.0147268310001,"B","104. City of Charlottesville",1744,3,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   SR00020NB","12/22/2015 5:00:00 AM"
-78.507814443,38.036607926,"O","104. City of Charlottesville",1302,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00029NBBUS008","10/15/2015 4:00:00 AM"
-78.492432723,38.061261616,"B","104. City of Charlottesville",1851,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029SB","8/6/2015 4:00:00 AM"
-78.497268682,38.057706733,"O","104. City of Charlottesville",1241,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00029SB      RMP139.00B","10/23/2015 4:00:00 AM"
-78.460983675,38.033671445,"O","104. City of Charlottesville",1507,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","2/7/2015 5:00:00 AM"
-78.4877317529999,38.0248659860001,"O","104. City of Charlottesville",2121,0,0,0,0,2,"2. Angle","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","No","S-VA104PR BURNET ST","12/14/2015 5:00:00 AM"
-78.488373616,38.057738564,"O","104. City of Charlottesville",1454,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104PR BRANDYWINE DR","6/12/2015 4:00:00 AM"
-78.470635815,38.021286807,"B","104. City of Charlottesville",1035,2,0,0,0,4,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP CARLTON RD","5/2/2015 4:00:00 AM"
-78.4642458289999,38.0500357990001,"O","104. City of Charlottesville",1439,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA002SC00631SB","4/12/2015 4:00:00 AM"
-78.502151093,38.050010381,"O","104. City of Charlottesville",1341,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","3. Three Approaches","No","Belted","Yes","R-VA   US00029SBBUS008","7/22/2015 4:00:00 AM"
-78.469887727,38.0392782600001,"O","104. City of Charlottesville",2213,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00250WB","3/11/2015 4:00:00 AM"
-78.488651149,38.0571841240001,"O","104. City of Charlottesville",39,0,0,0,0,2,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","Yes","Belted","No","S-VA104PR HYDRAULIC RD","9/14/2015 4:00:00 AM"
-78.480997139,38.051441455,"O","104. City of Charlottesville",1214,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","2. Two Approaches","No","Belted","No","R-VA   US00250WB","12/10/2015 5:00:00 AM"
-78.492310566,38.0421679610001,"O","104. City of Charlottesville",1813,0,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP PRESTON AVE","1/14/2015 5:00:00 AM"
-78.5007143349999,38.0544914920001,"B","104. City of Charlottesville",544,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","S-VA104NP BARRACKS RD","12/18/2015 5:00:00 AM"
-78.484935155,38.0317517140001,"O","104. City of Charlottesville",1308,0,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","9/14/2015 4:00:00 AM"
-78.492787756,38.0432817240001,"O","104. City of Charlottesville",1046,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR PRESTON AVE","12/19/2015 5:00:00 AM"
-78.4940198589999,38.0339964680001,"O","104. City of Charlottesville",1841,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104NP 10TH ST NW","8/4/2015 4:00:00 AM"
-78.4929661899999,38.034953338,"O","104. City of Charlottesville",1902,0,0,0,0,3,"2. Angle","5. Rain","5. Darkness - Road Not Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","No","S-VA104PR PAGE ST","1/3/2015 5:00:00 AM"
-78.501166548,38.035603182,"O","104. City of Charlottesville",2030,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","No","R-VA   US00250EBBUS001","7/2/2015 4:00:00 AM"
-78.471924475,38.040500507,"O","104. City of Charlottesville",1540,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","S-VA104PR PARK ST","9/22/2015 4:00:00 AM"
-78.5009433879999,38.035324734,"B","104. City of Charlottesville",1952,1,0,0,0,2,"2. Angle","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","Yes","Belted","No","R-VA   US00250EBBUS001","5/10/2015 4:00:00 AM"
-78.501552609,38.0254001110001,"O","104. City of Charlottesville",850,0,0,0,0,2,"8. Non-Collision","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","S-VA104PR CHERRY AVE","5/19/2015 4:00:00 AM"
-78.498930553,38.0529994660001,"O","104. City of Charlottesville",1203,0,0,0,0,2,"1. Rear End","4. Mist","2. Daylight","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","Yes","R-VA   US00029SBBUS008","12/28/2015 5:00:00 AM"
-78.5089662829999,38.032469856,"O","104. City of Charlottesville",1415,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00029NBBUS008","8/6/2015 4:00:00 AM"
-78.504132719,38.011091069,"O","104. City of Charlottesville",1742,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104PR 5TH ST SW","5/16/2015 4:00:00 AM"
-78.4866147119999,38.0674353110001,"O","104. City of Charlottesville",1100,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","7. Slick Pavement","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","R-VA   US00029NB","10/28/2015 4:00:00 AM"
-78.485585135,38.035126206,"B","104. City of Charlottesville",1042,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","R-VA   US00250PABUS001","6/30/2015 4:00:00 AM"
-78.495981219,38.032860536,"B","104. City of Charlottesville",1441,2,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","9/11/2015 4:00:00 AM"
-78.4941250209999,38.0586439620001,"O","104. City of Charlottesville",1746,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029NB","9/30/2015 4:00:00 AM"
-78.50237355,38.0364471440001,"B","104. City of Charlottesville",2059,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104PR MADISON LN","3/24/2015 4:00:00 AM"
-78.468294325,38.0243089300001,"O","104. City of Charlottesville",709,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104PR MEADE AVE","3/24/2015 4:00:00 AM"
-78.493582881,38.0597840130001,"O","104. City of Charlottesville",1926,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029SB","12/12/2015 5:00:00 AM"
-78.477097138,38.040651073,"O","104. City of Charlottesville",1418,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","Yes","S-VA104PR MCINTIRE RD","9/28/2015 4:00:00 AM"
-78.475096572,38.01836439,"B","104. City of Charlottesville",959,2,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   SR00020NB","12/11/2015 5:00:00 AM"
-78.5025693759999,38.0121299730001,"O","104. City of Charlottesville",1012,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104NP 5TH ST SW","10/31/2015 4:00:00 AM"
-78.498831368,38.052587411,"O","104. City of Charlottesville",640,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR BARRACKS RD","3/10/2015 4:00:00 AM"
-78.498945638,38.033667085,"O","104. City of Charlottesville",1607,0,0,0,0,3,"2. Angle","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","10/28/2015 4:00:00 AM"
-78.4847216969999,38.038986456,"O","104. City of Charlottesville",818,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR CONCORD AVE","1/13/2015 5:00:00 AM"
-78.475208988,38.0296084760001,"B","104. City of Charlottesville",706,2,0,0,0,2,"2. Angle","3. Fog","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   SR00020NB","12/9/2015 5:00:00 AM"
-78.4836260119999,38.027890422,"B","104. City of Charlottesville",1742,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104NP MONTICELLO AVE","5/13/2015 4:00:00 AM"
-78.470130195,38.022592849,"O","104. City of Charlottesville",847,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","Yes","S-VA104NP CARLTON RD","3/12/2015 4:00:00 AM"
-78.481225631,38.0332307960001,"O","104. City of Charlottesville",1950,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250PABUS001","5/27/2015 4:00:00 AM"
-78.489769382,38.0594052210001,"O","104. City of Charlottesville",1815,0,0,0,0,2,"1. Rear End","5. Rain","3. Dusk","2. Wet","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104NP HYDRAULIC RD","8/10/2015 4:00:00 AM"
-78.4967771569999,38.030820353,"O","104. City of Charlottesville",1135,0,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   SR00302NBINS014","9/16/2015 4:00:00 AM"
-78.4951810439999,38.031780548,"O","104. City of Charlottesville",836,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR ROOSEVELT BROWN BLVD","3/31/2015 4:00:00 AM"
-78.481626634,38.0209452490001,"O","104. City of Charlottesville",1722,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104NP AVON ST","7/24/2015 4:00:00 AM"
-78.4953818449999,38.025786812,"B","104. City of Charlottesville",1556,3,0,1,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 9TH ST SW","5/6/2015 4:00:00 AM"
-78.484909995,38.0306663060001,"B","104. City of Charlottesville",1540,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104NP WATER ST","7/17/2015 4:00:00 AM"
-78.479388376,38.037065086,"O","104. City of Charlottesville",1555,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104NP MCINTIRE RD","3/23/2015 4:00:00 AM"
-78.4922599559999,38.0614801290001,"O","104. City of Charlottesville",1346,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00029SB","8/5/2015 4:00:00 AM"
-78.483660303,38.0202275780001,"O","104. City of Charlottesville",1518,0,0,0,0,3,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR DRUID AVE","12/12/2015 5:00:00 AM"
-78.5184755179999,38.025915271,"B","104. City of Charlottesville",655,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","5. Unknown","3. Three Approaches","No","Belted","No","R-VA   US00029NBBUS008","8/5/2015 4:00:00 AM"
-78.476707947,38.0284698230001,"O","104. City of Charlottesville",1807,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   SR00020SB","2/9/2015 5:00:00 AM"
-78.495132418,38.0574143220001,"C","104. City of Charlottesville",939,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","4/29/2015 4:00:00 AM"
-78.4858484009999,38.0290341420001,"O","104. City of Charlottesville",1609,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104PR RIDGE ST","3/12/2015 4:00:00 AM"
-78.499957146,38.0403929300001,"O","104. City of Charlottesville",1116,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR GORDON AVE","3/17/2015 4:00:00 AM"
-78.4935539539999,38.057380213,"B","104. City of Charlottesville",1743,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250WB      RMP095.00A","9/23/2015 4:00:00 AM"
-78.472972396,38.0184742430001,"O","104. City of Charlottesville",1329,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR MONTICELLO RD","6/29/2015 4:00:00 AM"
-78.4944945139999,38.0572308820001,"O","104. City of Charlottesville",1744,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","5/5/2015 4:00:00 AM"
-78.476213754,38.043609766,"O","104. City of Charlottesville",953,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","No","R-VA   US00250EB","2/25/2015 5:00:00 AM"
