"x","y","Crash.Severity","Physical.Juris.Name","Crash.Military.Time","Persons.Injured","K_People","Pedestrians.Injured","Pedestrians.Killed","Vehicle.Count","Collision.Type","Weather.Condition","Light.Condition","Roadway.Surface.Condition","Roadway.Defect","Roadway.Description","Intersection.Type","Alcohol.","Unrestrained.","Distracted.","RTE.Name","Crash.Date"
-78.494205301,38.027779352,"O","104. City of Charlottesville",2327,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR ELM ST","11/13/2019 5:00:00 AM"
-78.502762892,38.0121215780001,"O","104. City of Charlottesville",2145,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","S-VA104PR 5TH ST SW","6/28/2019 4:00:00 AM"
-78.4951193919999,38.0579134770001,"O","104. City of Charlottesville",1943,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029SB      RMP139.00B","10/23/2019 4:00:00 AM"
-78.467055696,38.0389438730001,"O","104. City of Charlottesville",1418,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","2. Two Approaches","No","Belted","Yes","R-VA   US00250WB","12/9/2019 5:00:00 AM"
-78.491505651,38.0618297710001,"O","104. City of Charlottesville",718,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR HYDRAULIC RD","6/15/2019 4:00:00 AM"
-78.463526031,38.032346578,"B","104. City of Charlottesville",1010,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","S-VA104PR MEADE AVE","5/29/2019 4:00:00 AM"
-78.493067566,38.06044188,"O","104. City of Charlottesville",2028,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00029SB","7/4/2019 4:00:00 AM"
-78.489347127,38.0566873180001,"A","104. City of Charlottesville",1734,1,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Unbelted","Yes","R-VA   US00250EB","3/13/2019 4:00:00 AM"
-78.47178378,38.04029361,"C","104. City of Charlottesville",1531,1,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","10/22/2019 4:00:00 AM"
-78.487840219,38.030946095,"O","104. City of Charlottesville",1801,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","9/5/2019 4:00:00 AM"
-78.491899911,38.0614893470001,"C","104. City of Charlottesville",1316,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029NB","5/21/2019 4:00:00 AM"
-78.485440779,38.0335963960001,"O","104. City of Charlottesville",1615,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 4TH ST NW","9/1/2019 4:00:00 AM"
-78.491767521,38.0382669690001,"C","104. City of Charlottesville",2044,1,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","Yes","S-VA104PR 10TH ST NW","4/1/2019 4:00:00 AM"
-78.500308826,38.014276474,"O","104. City of Charlottesville",1720,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR 5TH ST SW","8/22/2019 4:00:00 AM"
-78.4891212809999,38.0589984490001,"O","104. City of Charlottesville",1545,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","S-VA104PR HYDRAULIC RD","11/8/2019 5:00:00 AM"
-78.490203459,38.028420198,"O","104. City of Charlottesville",1644,0,0,0,0,3,"15. Backed Into","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 6TH ST SW","6/17/2019 4:00:00 AM"
-78.504065765,38.047129329,"O","104. City of Charlottesville",2300,0,0,0,0,2,"1. Rear End","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","1/23/2019 5:00:00 AM"
-78.472095794,38.0282731790001,"C","104. City of Charlottesville",416,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Unbelted","No","S-VA104NP MARKET ST","2/28/2019 5:00:00 AM"
-78.4856866709999,38.0349653210001,"O","104. City of Charlottesville",1601,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP PRESTON AVE","7/30/2019 4:00:00 AM"
-78.505777806,38.0389225270001,"C","104. City of Charlottesville",1045,1,0,0,0,3,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","Yes","R-VA   US00250WBBUS001","10/16/2019 4:00:00 AM"
-78.4745851499999,38.0430228880001,"A","104. City of Charlottesville",704,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","4. One-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104NP MCINTIRE RD","1/30/2019 5:00:00 AM"
-78.494683599,38.0205885930001,"C","104. City of Charlottesville",823,1,0,0,0,2,"2. Angle","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR 5TH ST SW","6/7/2019 4:00:00 AM"
-78.46366721,38.03234625,"C","104. City of Charlottesville",1652,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Unbelted","Yes","R-VA   US00250EBBUS001","8/28/2019 4:00:00 AM"
-78.5042554939999,38.047010572,"C","104. City of Charlottesville",1504,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","2. Two Approaches","No","Belted","No","R-VA   US00029SBBUS008","10/4/2019 4:00:00 AM"
-78.5090929839999,38.0329167940001,"O","104. City of Charlottesville",1221,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00029SBBUS008","5/29/2019 4:00:00 AM"
-78.473292841,38.041375487,"O","104. City of Charlottesville",1256,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00250WB","8/7/2019 4:00:00 AM"
-78.460688386,38.038240853,"O","104. City of Charlottesville",1708,0,0,0,0,3,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","Yes","S-VA104NP BELLEVIEW AVE","11/30/2019 5:00:00 AM"
-78.4811615149999,38.031538776,"C","104. City of Charlottesville",213,1,0,0,0,2,"16. Other","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","Yes","Belted","No","R-VA   US00250EBBUS001","10/20/2019 4:00:00 AM"
-78.507288837,38.0253441410001,"O","104. City of Charlottesville",116,0,0,0,0,4,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104NP SHAMROCK RD","5/27/2019 4:00:00 AM"
-78.479222917,38.0464826,"O","104. City of Charlottesville",1444,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","8/23/2019 4:00:00 AM"
-78.488373616,38.057738564,"C","104. City of Charlottesville",1738,2,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104PR BRANDYWINE DR","10/24/2019 4:00:00 AM"
-78.480299298,38.03126374,"A","104. City of Charlottesville",1147,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","Yes","Belted","No","R-VA   US00250EBBUS001","11/6/2019 5:00:00 AM"
-78.4976981619999,38.0575828400001,"C","104. City of Charlottesville",1239,3,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","R-VA   US00250EB","11/10/2019 5:00:00 AM"
-78.49364102,38.0285886520001,"B","104. City of Charlottesville",1637,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR CHERRY AVE","8/17/2019 4:00:00 AM"
-78.4798298059999,38.020542151,"O","104. City of Charlottesville",1730,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR ELLIOTT AVE","11/2/2019 4:00:00 AM"
-78.486098027,38.0286082740001,"C","104. City of Charlottesville",740,1,0,0,0,1,"9. Fixed Object - Off Road","4. Mist","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP RIDGE ST","6/6/2019 4:00:00 AM"
-78.506601903,38.0399725990001,"O","104. City of Charlottesville",1802,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00029SBBUS008","10/16/2019 4:00:00 AM"
-78.497866592,38.057600995,"O","104. City of Charlottesville",24,0,0,0,0,1,"16. Other","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","Yes","Belted","No","R-VA   US00250EB","2/24/2019 5:00:00 AM"
-78.4945601319999,38.0325568260001,"O","104. City of Charlottesville",1057,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","R-VA   US00250EBBUS001","8/16/2019 4:00:00 AM"
-78.500365484,38.0418637500001,"O","104. City of Charlottesville",1851,0,0,0,0,3,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","5. Five-Point, or More","No","Belted","No","S-VA104NP RUGBY RD","8/30/2019 4:00:00 AM"
-78.4713458749999,38.025023306,"O","104. City of Charlottesville",520,0,0,0,0,4,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR SPRUCE ST","9/14/2019 4:00:00 AM"
-78.5023215369999,38.0558427490001,"C","104. City of Charlottesville",1814,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP BARRACKS RD","6/6/2019 4:00:00 AM"
-78.501049482,38.0116138120001,"O","104. City of Charlottesville",1038,0,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA002PR 5TH ST STATION PKWY","9/20/2019 4:00:00 AM"
-78.490385449,38.0315954060001,"B","104. City of Charlottesville",1747,1,0,0,0,3,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   US00250EBBUS001","6/24/2019 4:00:00 AM"
-78.500227923,38.014483162,"O","104. City of Charlottesville",1844,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","S-VA104NP HARRIS RD","3/19/2019 4:00:00 AM"
-78.5122700109999,38.027003409,"O","104. City of Charlottesville",1544,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NBBUS008","10/17/2019 4:00:00 AM"
-78.4862581629999,38.037646163,"A","104. City of Charlottesville",1529,3,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR CHARLTON AVE","11/20/2019 5:00:00 AM"
-78.4917625589999,38.061669351,"O","104. City of Charlottesville",1659,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   US00029NB","7/14/2019 4:00:00 AM"
-78.495480212,38.01958861,"O","104. City of Charlottesville",1844,0,0,0,0,2,"1. Rear End","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104PR 5TH ST SW","2/11/2019 5:00:00 AM"
-78.488992549,38.056653302,"O","104. City of Charlottesville",1750,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   US00250EB","7/24/2019 4:00:00 AM"
-78.4793602839999,38.024434624,"O","104. City of Charlottesville",833,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","S-VA104PR MONTICELLO AVE","8/14/2019 4:00:00 AM"
-78.507819888,38.0319824380001,"B","104. City of Charlottesville",1446,1,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104NP JEFFERSON PARK AVE","10/9/2019 4:00:00 AM"
-78.513361619,38.0186811780001,"O","104. City of Charlottesville",608,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","6. Darkness - Unknown Road Lighting","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR JEFFERSON PARK AVE","5/11/2019 4:00:00 AM"
-78.488866618,38.0587682550001,"C","104. City of Charlottesville",1045,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","3. Three Approaches","No","Belted","Yes","S-VA104PR HYDRAULIC RD","4/17/2019 4:00:00 AM"
-78.45898102,38.0355602060001,"C","104. City of Charlottesville",1506,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP RIVER RD","12/12/2019 5:00:00 AM"
-78.506579884,38.0564759230001,"C","104. City of Charlottesville",1612,2,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","2/16/2019 5:00:00 AM"
-78.513259292,38.043678981,"O","104. City of Charlottesville",1711,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WBBUS001","5/30/2019 4:00:00 AM"
-78.505253612,38.043778752,"C","104. City of Charlottesville",2140,1,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","7/5/2019 4:00:00 AM"
-78.475094212,38.035745724,"O","104. City of Charlottesville",928,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP PARK LN E","10/17/2019 4:00:00 AM"
-78.4794429419999,38.047145368,"C","104. City of Charlottesville",1653,1,0,0,0,3,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","6/29/2019 4:00:00 AM"
-78.492677713,38.060463004,"C","104. City of Charlottesville",1349,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","1/30/2019 5:00:00 AM"
-78.4836368699999,38.0336022000001,"B","104. City of Charlottesville",1941,2,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","6. Darkness - Unknown Road Lighting","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250PABUS001","9/18/2019 4:00:00 AM"
-78.4915204759999,38.06196528,"A","104. City of Charlottesville",545,1,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","Yes","R-VA   US00029NB","10/24/2019 4:00:00 AM"
-78.5022415139999,38.0124206200001,"O","104. City of Charlottesville",1155,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","Yes","S-VA104NP 5TH ST SW","5/18/2019 4:00:00 AM"
-78.5006886899999,38.0542067920001,"O","104. City of Charlottesville",1743,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","S-VA104PR MILLMONT ST","12/12/2019 5:00:00 AM"
-78.488922879,38.0586377120001,"C","104. City of Charlottesville",1518,1,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","S-VA104NP HYDRAULIC RD","12/30/2019 5:00:00 AM"
-78.4674803889999,38.02148507,"O","104. City of Charlottesville",218,0,0,0,0,3,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","Yes","Belted","No","S-VA104PR CARLTON AVE","4/6/2019 4:00:00 AM"
-78.5008029319999,38.051248107,"O","104. City of Charlottesville",244,0,0,0,0,1,"9. Fixed Object - Off Road","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029SBBUS008","10/27/2019 4:00:00 AM"
-78.492037849,38.061758255,"O","104. City of Charlottesville",1514,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029SB","9/27/2019 4:00:00 AM"
-78.502581769,38.0121185510001,"O","104. City of Charlottesville",1157,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","Yes","S-VA104NP 5TH ST SW","11/18/2019 5:00:00 AM"
-78.491406781,38.024284273,"C","104. City of Charlottesville",752,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104NP 5TH ST SW","11/5/2019 5:00:00 AM"
-78.460997987,38.033661954,"O","104. City of Charlottesville",1618,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250EBBUS001","12/5/2019 5:00:00 AM"
-78.510607707,38.031192366,"C","104. City of Charlottesville",556,1,0,1,0,1,"12. Ped","9. Other","1. Dawn","10. Slush","7. Slick Pavement","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR STADIUM RD","1/14/2019 5:00:00 AM"
-78.50250741,38.0121870790001,"O","104. City of Charlottesville",647,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104NP 5TH ST SW","8/22/2019 4:00:00 AM"
-78.4890669,38.025827925,"C","104. City of Charlottesville",1749,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104PR 5TH ST SW","3/4/2019 5:00:00 AM"
-78.4996445039999,38.0340476270001,"O","104. City of Charlottesville",652,0,0,0,0,1,"16. Other","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","2. Wet","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","Yes","R-VA   US00250EBBUS001","1/5/2019 5:00:00 AM"
-78.500655466,38.0146467870001,"O","104. City of Charlottesville",1333,0,0,0,0,2,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP HARRIS RD","2/26/2019 5:00:00 AM"
-78.4902174009999,38.0249981850001,"C","104. City of Charlottesville",753,1,0,0,0,2,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","S-VA104NP 5TH ST SW","7/31/2019 4:00:00 AM"
-78.4837147819999,38.0336732150001,"O","104. City of Charlottesville",1450,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","S-VA104NP RIDGE MCINTIRE RD","3/27/2019 4:00:00 AM"
-78.4970240759999,38.0551580490001,"B","104. City of Charlottesville",905,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","5/31/2019 4:00:00 AM"
-78.4841036449999,38.033431745,"C","104. City of Charlottesville",1826,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","2. Two Approaches","No","Belted","No","S-VA104NP RIDGE MCINTIRE RD","2/10/2019 5:00:00 AM"
-78.494579455,38.0325612300001,"C","104. City of Charlottesville",1836,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","12/27/2019 5:00:00 AM"
-78.4947669219999,38.0326003650001,"O","104. City of Charlottesville",1205,0,0,0,0,3,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","Yes","R-VA   US00250EBBUS001","11/10/2019 5:00:00 AM"
-78.4957772609999,38.061194695,"O","104. City of Charlottesville",1754,0,0,0,0,2,"4. Sideswipe - Same Direction","6. Snow","4. Darkness - Road Lighted","3. Snowy","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR BERKSHIRE RD N","1/13/2019 5:00:00 AM"
-78.502782558,38.032026665,"B","104. City of Charlottesville",1406,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104NP MONROE LN","9/25/2019 4:00:00 AM"
-78.482519156,38.0302575580001,"C","104. City of Charlottesville",1537,2,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","4. Under Repair","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP WATER ST","3/7/2019 5:00:00 AM"
