"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"10-2019","024. Cumberland County",0,7,0,0
"10-2019","025. Dickenson County",0,3,0,0
"10-2019","026. Dinwiddie County",0,21,0,0
"10-2019","028. Essex County",0,4,0,0
"10-2019","029. Fairfax County",2,494,1,19
"10-2019","030. Fauquier County",1,43,0,0
"10-2019","031. Floyd County",0,8,0,0
"10-2019","032. Fluvanna County",0,12,0,0
"10-2019","033. Franklin County",1,34,0,0
"10-2019","034. Frederick County",0,39,0,1
"10-2019","035. Giles County",0,13,0,0
"10-2019","036. Gloucester County",0,26,0,1
"10-2019","037. Goochland County",0,27,0,0
"10-2019","038. Grayson County",0,3,0,0
"10-2019","039. Greene County",0,17,0,0
"10-2019","040. Greensville County",0,10,0,0
"10-2019","041. Halifax County",3,22,1,0
"10-2019","042. Hanover County",1,67,0,1
"10-2019","043. Henrico County",3,274,1,4
"10-2019","044. Henry County",0,25,0,1
"10-2019","045. Highland County",0,3,0,0
"10-2019","046. Isle of Wight County",1,24,0,0
"10-2019","047. James City County",0,79,0,1
"10-2019","048. King George County",2,8,1,0
"10-2019","049. King & Queen County",0,5,0,0
"10-2019","050. King William County",0,3,0,0
"10-2019","051. Lancaster County",0,3,0,0
"10-2019","052. Lee County",0,3,0,0
"10-2019","053. Loudoun County",1,148,0,8
"10-2019","054. Louisa County",0,20,0,0
"10-2019","055. Lunenburg County",0,10,0,0
"10-2019","056. Madison County",0,8,0,0
"10-2019","057. Mathews County",0,9,0,0
"10-2019","058. Mecklenburg County",2,18,0,0
"10-2019","059. Middlesex County",0,4,0,0
"10-2019","060. Montgomery County",1,44,0,0
"10-2019","062. Nelson County",0,4,0,0
"10-2019","063. New Kent County",1,15,0,0
"10-2019","065. Northampton County",0,6,0,0
"10-2019","066. Northumberland County",1,9,0,0
"10-2019","067. Nottoway County",0,1,0,0
"10-2019","068. Orange County",1,22,0,0
"10-2019","069. Page County",0,5,0,0
"10-2019","070. Patrick County",0,15,0,0
"10-2019","071. Pittsylvania County",1,22,0,0
"10-2019","072. Powhatan County",0,18,0,0
"10-2019","073. Prince Edward County",0,13,0,0
"10-2019","074. Prince George County",0,25,0,0
"10-2019","076. Prince William County",2,284,1,12
"10-2019","077. Pulaski County",1,15,0,0
"10-2019","078. Rappahannock County",0,1,0,0
"10-2019","079. Richmond County",1,2,0,0
"10-2019","080. Roanoke County",3,51,0,1
"10-2019","081. Rockbridge County",0,23,0,0
"10-2019","082. Rockingham County",1,33,0,0
"10-2019","083. Russell County",1,15,0,0
"10-2019","084. Scott County",2,11,0,0
"10-2019","085. Shenandoah County",1,9,0,0
"10-2019","086. Smyth County",1,11,0,0
"10-2019","087. Southampton County",4,9,0,0
"10-2019","088. Spotsylvania County",3,97,2,0
"10-2019","089. Stafford County",0,65,0,0
"10-2019","090. Surry County",1,8,0,0
"10-2019","091. Sussex County",0,6,0,0
"10-2019","092. Tazewell County",0,15,0,0
"10-2019","093. Warren County",0,20,0,0
"10-2019","095. Washington County",0,22,0,0
"10-2019","096. Westmoreland County",0,3,0,0
"10-2019","097. Wise County",0,5,0,0
"10-2019","098. Wythe County",1,10,0,0
"10-2019","099. York County",5,53,1,2
"10-2019","100. City of Alexandria",1,44,1,3
"10-2019","101. Town of Big Stone Gap",0,3,0,0
"10-2019","102. City of Bristol",0,18,0,0
"10-2019","104. City of Charlottesville",0,45,0,1
"10-2019","105. Town of Clifton Forge",0,1,0,1
"10-2019","106. City of Colonial Heights",0,14,0,0
"10-2019","107. City of Covington",0,2,0,0
"10-2019","108. City of Danville",0,44,0,0
"10-2019","109. City of Emporia",0,1,0,0
"10-2019","110. City of Falls Church",0,15,0,0
"10-2019","111. City of Fredericksburg",2,80,1,1
"10-2019","112. Town of Front Royal",0,3,0,0
"10-2019","113. City of Galax",0,9,0,0
"10-2019","114. City of Hampton",3,267,2,2
"10-2019","115. City of Harrisonburg",0,33,0,3
"10-2019","116. City of Hopewell",0,46,0,1
"10-2019","117. City of Lexington",0,0,0,0
"10-2019","118. City of Lynchburg",2,74,0,1
"10-2019","119. Town of Marion",0,1,0,0
"10-2019","120. City of Martinsville",1,5,1,0
"10-2019","121. City of Newport News",1,209,0,5
"10-2019","122. City of Norfolk",2,209,1,10
"10-2019","123. City of Petersburg",0,76,0,0
"10-2019","124. City of Portsmouth",0,99,0,4
"10-2019","125. Town of Pulaski",0,4,0,0
"10-2019","126. City of Radford",0,6,0,0
"10-2019","127. City of Richmond",1,237,1,13
"10-2019","128. City of Roanoke",0,56,0,3
"10-2019","129. City of Salem",0,0,0,0
"10-2019","130. Town of South Boston",0,13,0,0
"10-2019","131. City of Chesapeake",2,149,0,3
"10-2019","132. City of Staunton",0,41,0,1
"10-2019","133. City of Suffolk",0,102,0,3
"10-2019","134. City of Virginia Beach",1,271,0,6
"10-2019","136. City of Waynesboro",0,21,0,0
"10-2019","137. City of Williamsburg",0,13,0,0
"10-2019","138. City of Winchester",0,19,0,3
"10-2019","139. Town of Wytheville",0,16,0,1
"10-2019","140. Town of Abingdon",0,12,0,0
"10-2019","141. Town of Bedford",0,6,0,0
"10-2019","142. Town of Blackstone",0,0,0,0
"10-2019","143. Town of Bluefield",1,14,0,0
"10-2019","144. Town of Farmville",0,12,0,2
"10-2019","145. City of Franklin",0,7,0,0
"10-2019","146. City of Norton",0,2,0,0
"10-2019","147. City of Poquoson",1,11,1,0
"10-2019","148. Town of Richlands",0,14,0,0
"10-2019","149. Town of Vinton",0,5,0,0
"10-2019","150. Town of Blacksburg",0,42,0,3
"10-2019","151. City of Fairfax",0,12,0,1
"10-2019","152. City of Manassas Park",0,4,0,1
"10-2019","153. Town of Vienna",0,11,0,0
"10-2019","154. Town of Christiansburg",0,22,0,0
"10-2019","155. City of Manassas",0,0,0,0
"10-2019","156. Town of Warrenton",0,9,0,0
"10-2019","157. Town of Rocky Mount",0,5,0,0
"10-2019","158. Town of Tazewell",0,7,0,0
"10-2019","159. Town of Luray",0,1,0,0
"10-2019","160. Town of Accomac",0,2,0,0
"10-2019","161. Town of Alberta",0,0,0,0
"10-2019","162. Town of Altavista",0,3,0,0
"10-2019","163. Town of Amherst",0,0,0,0
"10-2019","165. Town of Appomattox",0,1,0,0
"10-2019","166. Town of Ashland",0,8,0,0
"10-2019","168. Town of Berryville",0,1,0,0
"10-2019","170. Town of Boones Mill",0,0,0,0
"10-2019","171. Town of Bowling Green",0,0,0,0
"10-2019","176. Town of Bridgewater",0,1,0,0
"10-2019","177. Town of Broadway",0,0,0,0
"10-2019","180. Town of Buchanan",0,1,0,0
"10-2019","182. Town of Cape Charles",0,0,0,0
"10-2019","183. Town of Capron",0,1,0,0
"10-2019","186. Town of Chase City",0,0,0,0
"10-2019","189. Town of Chilhowie",0,1,0,0
"10-2019","192. Town of Clarksville",0,0,0,0
"10-2019","194. Town of Clifton",0,1,0,0
"10-2019","196. Town of Clintwood",0,2,0,0
"10-2019","198. Town of Coeburn",0,0,0,0
"10-2019","199. Town of Colonial Beach",0,0,0,0
"10-2019","203. Town of Crewe",0,1,0,0
"10-2019","204. Town of Culpeper",1,53,0,0
"10-2019","206. Town of Dayton",0,0,0,0
"10-2019","208. Town of Dillwyn",0,0,0,0
"10-2019","210. Town of Dublin",0,1,0,0
"10-2019","212. Town of Dumfries",0,2,0,1
"10-2019","216. Town of Elkton",0,1,0,0
"10-2019","217. Town of Exmore",0,0,0,0
"10-2019","218. Town of Fincastle",0,1,0,0
"10-2019","221. Town of Gate City",0,2,0,0
"10-2019","225. Town of Gordonsville",0,0,0,0
"10-2019","230. Town of Halifax",0,0,0,0
"10-2019","233. Town of Haymarket",0,0,0,0
"10-2019","234. Town of Haysi",0,2,0,0
"10-2019","235. Town of Herndon",0,79,0,2
"10-2019","237. Town of Hillsville",0,0,0,0
"10-2019","240. Town of Independence",0,0,0,0
"10-2019","243. Town of Ivor",0,0,0,0
"10-2019","245. Town of Jonesville",0,0,0,0
"10-2019","246. Town of Keller",0,0,0,0
"10-2019","248. Town of Keysville",0,0,0,0
"10-2019","249. Town of Kilmarnock",0,0,0,0
"10-2019","251. Town of Lawrenceville",0,0,0,0
"10-2019","252. Town of Lebanon",0,7,0,0
"10-2019","253. Town of Leesburg",0,29,0,2
"10-2019","254. Town of Louisa",0,3,0,0
"10-2019","255. Town of Lovettsville",0,0,0,0
"10-2019","258. Town of Melfa",0,0,0,0
"10-2019","260. Town of Middletown",0,0,0,0
"10-2019","261. Town of Mineral",0,0,0,0
"10-2019","263. Town of Montross",0,0,0,0
"10-2019","264. Town of Mount Crawford",0,0,0,0
"10-2019","265. Town of Mount Jackson",0,2,0,0
"10-2019","269. Town of New Market",0,1,0,0
"10-2019","270. Town of Newsoms",0,1,0,0
"10-2019","272. Town of Occoquan",0,1,0,0
"10-2019","273. Town of Onancock",0,0,0,0
"10-2019","274. Town of Onley",1,17,0,0
"10-2019","275. Town of Orange",0,1,0,0
"10-2019","279. Town of Pearisburg",0,0,0,0
"10-2019","280. Town of Pembroke",0,4,0,2
"10-2019","281. Town of Pennington Gap",0,0,0,0
"10-2019","285. Town of Pound",0,1,0,0
"10-2019","286. Town of Purcellville",0,6,0,0
"10-2019","288. Town of Remington",0,0,0,0
"10-2019","289. Town of Rich Creek",0,7,0,0
"10-2019","290. Town of Ridgeway",0,4,0,0
"10-2019","292. Town of Rural Retreat",0,1,0,0
"10-2019","294. Town of Saint Paul",0,0,0,0
"10-2019","295. Town of Saltville",0,0,0,0
"10-2019","298. Town of Scottsville",0,1,0,0
"10-2019","300. Town of Smithfield",0,4,0,0
"10-2019","301. Town of South Hill",0,2,0,0
"10-2019","304. Town of Stephens City",0,1,0,0
"10-2019","305. Town of Stony Creek",0,0,0,0
"10-2019","306. Town of Strasburg",0,0,0,0
"10-2019","310. Town of Tappahannock",0,1,0,0
"10-2019","312. Town of Timberville",0,0,0,0
"10-2019","315. Town of Troutville",0,1,0,0
"10-2019","317. Town of Victoria",0,0,0,0
"10-2019","318. Town of Virgilina",0,0,0,0
"10-2019","320. Town of Wakefield",0,0,0,0
"10-2019","321. Town of Warsaw",0,0,0,0
"10-2019","323. Town of Waverly",0,0,0,0
"10-2019","324. Town of Weber City",0,0,0,0
"10-2019","327. Town of White Stone",0,2,0,0
"10-2019","328. Town of Windsor",0,3,0,0
"10-2019","329. Town of Wise",0,2,0,0
"10-2019","330. Town of Woodstock",0,1,0,1
"10-2019","331. Town of Hurt",0,1,0,0
"10-2020","000. Arlington County",0,60,0,16
"10-2020","001. Accomack County",1,35,0,0
"10-2020","002. Albemarle County",0,123,0,2
"10-2020","003. Alleghany County",0,7,0,0
"10-2020","004. Amelia County",1,7,0,0
"10-2020","005. Amherst County",0,17,0,0
"10-2020","006. Appomattox County",0,1,0,0
"10-2020","007. Augusta County",3,56,0,1
"10-2020","008. Bath County",0,1,0,0
"10-2020","009. Bedford County",0,42,0,0
"10-2020","010. Bland County",0,2,0,0
"10-2020","011. Botetourt County",0,13,0,0
"10-2020","012. Brunswick County",0,8,0,0
"10-2020","013. Buchanan County",0,9,0,0
"10-2020","014. Buckingham County",0,12,0,0
"10-2020","015. Campbell County",1,18,1,1
"10-2020","016. Caroline County",0,14,0,1
"10-2020","017. Carroll County",1,11,0,0
"10-2020","018. Charles City County",1,7,0,1
"10-2020","019. Charlotte County",0,13,0,0
"10-2020","020. Chesterfield County",4,210,2,4
"10-2020","021. Clarke County",0,4,0,0
"10-2020","022. Craig County",0,3,0,0
"10-2020","023. Culpeper County",2,31,0,0
"10-2020","024. Cumberland County",0,6,0,0
"10-2020","025. Dickenson County",0,2,0,0
"10-2020","026. Dinwiddie County",0,13,0,0
"10-2020","028. Essex County",0,3,0,0
"10-2020","029. Fairfax County",2,349,0,8
"10-2020","030. Fauquier County",0,53,0,1
"10-2020","031. Floyd County",1,1,0,0
"10-2020","032. Fluvanna County",0,7,0,0
"10-2020","033. Franklin County",1,25,0,0
"10-2020","034. Frederick County",1,40,0,0
"10-2020","035. Giles County",0,1,0,0
"10-2020","036. Gloucester County",0,34,0,1
"10-2020","037. Goochland County",0,28,0,0
"10-2020","038. Grayson County",0,5,0,0
"10-2020","039. Greene County",0,12,0,0
"10-2020","040. Greensville County",0,12,0,0
"10-2020","041. Halifax County",0,7,0,0
"10-2020","042. Hanover County",0,58,0,1
"10-2020","043. Henrico County",3,215,1,4
"10-2020","044. Henry County",0,40,0,0
"10-2020","045. Highland County",0,0,0,0
"10-2020","046. Isle of Wight County",0,26,0,2
"10-2020","047. James City County",5,77,0,0
"10-2020","048. King George County",0,8,0,0
"10-2020","049. King & Queen County",1,0,0,0
"10-2020","050. King William County",0,9,0,0
"10-2020","051. Lancaster County",0,8,0,0
"10-2020","052. Lee County",0,11,0,1
"10-2020","053. Loudoun County",3,106,0,5
"10-2020","054. Louisa County",0,16,0,0
"10-2020","055. Lunenburg County",0,6,0,0
"10-2020","056. Madison County",0,9,0,0
"10-2020","057. Mathews County",0,3,0,0
"10-2020","058. Mecklenburg County",0,18,0,0
"10-2020","059. Middlesex County",0,1,0,0
"10-2020","060. Montgomery County",0,34,0,2
"10-2020","062. Nelson County",1,10,0,1
"10-2020","063. New Kent County",0,14,0,0
"10-2020","065. Northampton County",0,0,0,0
"10-2020","066. Northumberland County",1,6,0,0
"10-2020","067. Nottoway County",0,8,0,0
"10-2020","068. Orange County",0,16,0,0
"10-2020","069. Page County",0,4,0,0
"10-2020","070. Patrick County",0,4,0,0
"10-2020","071. Pittsylvania County",1,25,0,0
"10-2020","072. Powhatan County",1,13,1,1
"10-2020","073. Prince Edward County",0,10,0,0
"10-2020","074. Prince George County",0,39,0,0
"10-2020","076. Prince William County",2,188,1,6
"10-2020","077. Pulaski County",0,18,0,0
"10-2020","078. Rappahannock County",1,4,0,0
"10-2020","079. Richmond County",0,0,0,0
"10-2020","080. Roanoke County",2,58,0,0
"10-2020","081. Rockbridge County",0,22,0,0
"10-2020","082. Rockingham County",2,34,1,0
"10-2020","083. Russell County",2,13,0,0
"10-2020","084. Scott County",0,7,0,0
"10-2020","085. Shenandoah County",0,15,0,0
"10-2020","086. Smyth County",0,7,0,0
"10-2020","087. Southampton County",0,19,0,0
"10-2020","088. Spotsylvania County",1,85,0,4
"10-2020","089. Stafford County",0,65,0,0
"10-2020","090. Surry County",0,0,0,0
"10-2020","091. Sussex County",1,3,0,0
"10-2020","092. Tazewell County",1,20,0,0
"10-2020","093. Warren County",0,25,0,0
"10-2020","095. Washington County",0,38,0,0
"10-2020","096. Westmoreland County",1,8,0,1
"10-2020","097. Wise County",1,11,0,0
"10-2020","098. Wythe County",0,17,0,0
"10-2020","099. York County",0,37,0,0
"10-2020","100. City of Alexandria",1,55,0,4
"10-2020","101. Town of Big Stone Gap",0,0,0,0
"10-2020","102. City of Bristol",0,14,0,0
"10-2020","104. City of Charlottesville",2,23,0,2
"10-2020","105. Town of Clifton Forge",0,0,0,0
"10-2020","106. City of Colonial Heights",0,12,0,0
"10-2020","107. City of Covington",0,3,0,0
"10-2020","108. City of Danville",1,46,0,1
"10-2020","109. City of Emporia",0,13,0,0
"10-2020","110. City of Falls Church",0,14,0,4
"10-2020","111. City of Fredericksburg",0,74,0,0
"10-2020","112. Town of Front Royal",0,6,0,0
"10-2020","113. City of Galax",0,5,0,0
"10-2020","114. City of Hampton",2,341,0,1
"10-2020","115. City of Harrisonburg",0,54,0,1
"10-2020","116. City of Hopewell",0,55,0,1
"10-2020","117. City of Lexington",0,2,0,0
"10-2020","118. City of Lynchburg",0,64,0,3
"10-2020","119. Town of Marion",0,2,0,0
"10-2020","120. City of Martinsville",0,11,0,0
"10-2020","121. City of Newport News",3,199,0,4
"10-2020","122. City of Norfolk",6,194,1,2
"10-2020","123. City of Petersburg",0,28,0,2
"10-2020","124. City of Portsmouth",0,92,0,4
"10-2020","125. Town of Pulaski",0,2,0,1
"10-2020","126. City of Radford",0,5,0,2
"10-2020","127. City of Richmond",1,241,1,7
"10-2020","128. City of Roanoke",2,65,0,5
"10-2020","129. City of Salem",0,25,0,0
"10-2020","130. Town of South Boston",0,4,0,0
"10-2020","131. City of Chesapeake",1,128,0,1
"10-2020","132. City of Staunton",0,1,0,0
"10-2020","133. City of Suffolk",1,120,0,1
"10-2020","134. City of Virginia Beach",5,260,2,7
"10-2020","136. City of Waynesboro",0,18,0,0
"10-2020","137. City of Williamsburg",0,8,0,0
"10-2020","138. City of Winchester",0,4,0,0
"10-2020","139. Town of Wytheville",1,5,0,0
"10-2020","140. Town of Abingdon",0,11,0,0
"10-2020","141. Town of Bedford",0,4,0,0
"10-2020","142. Town of Blackstone",0,3,0,0
"10-2020","143. Town of Bluefield",0,4,0,0
"10-2020","144. Town of Farmville",0,2,0,0
"10-2020","145. City of Franklin",0,14,0,1
"10-2020","147. City of Poquoson",0,8,0,0
"10-2020","148. Town of Richlands",0,0,0,0
"10-2020","149. Town of Vinton",0,6,0,0
"10-2020","150. Town of Blacksburg",0,22,0,1
"10-2020","151. City of Fairfax",0,16,0,1
"10-2020","152. City of Manassas Park",0,4,0,0
"10-2020","153. Town of Vienna",0,5,0,1
"10-2020","154. Town of Christiansburg",1,16,0,1
"10-2020","155. City of Manassas",0,70,0,2
"10-2020","156. Town of Warrenton",0,1,0,0
"10-2020","157. Town of Rocky Mount",0,3,0,0
"10-2020","158. Town of Tazewell",0,3,0,0
"10-2020","159. Town of Luray",0,2,0,0
"10-2020","160. Town of Accomac",0,0,0,0
"10-2020","161. Town of Alberta",0,0,0,0
"10-2020","162. Town of Altavista",0,1,0,0
"10-2020","163. Town of Amherst",0,4,0,0
"10-2020","165. Town of Appomattox",0,1,0,0
"10-2020","166. Town of Ashland",0,13,0,0
"10-2020","167. Town of Belle Haven",1,0,0,0
"10-2020","168. Town of Berryville",0,0,0,0
"10-2020","170. Town of Boones Mill",0,1,0,0
"10-2020","171. Town of Bowling Green",0,0,0,0
"10-2020","172. Town of Boyce",0,0,0,0
"10-2020","180. Town of Buchanan",0,0,0,0
"10-2020","181. Town of Burkeville",0,1,0,0
"10-2020","184. Town of Cedar Bluff",0,0,0,0
"10-2020","189. Town of Chilhowie",0,0,0,0
"10-2020","190. Town of Chincoteague",0,0,0,0
"10-2020","192. Town of Clarksville",0,0,0,0
"10-2020","195. Town of Clinchport",0,1,0,0
"10-2020","196. Town of Clintwood",0,0,0,0
"10-2020","198. Town of Coeburn",0,0,0,0
"10-2020","202. Town of Craigsville",0,0,0,0
"10-2020","204. Town of Culpeper",0,17,0,0
"10-2020","208. Town of Dillwyn",0,2,0,0
"10-2020","210. Town of Dublin",0,0,0,0
"10-2020","211. Town of Duffield",0,0,0,0
"10-2020","212. Town of Dumfries",0,7,0,0
"10-2020","216. Town of Elkton",0,0,0,0
"10-2020","217. Town of Exmore",0,5,0,0
"10-2020","220. Town of Fries",0,1,0,0
"10-2020","221. Town of Gate City",0,0,0,0
"10-2020","222. Town of Glade Spring",0,0,0,0
"10-2020","223. Town of Glasgow",0,0,0,0
"10-2020","224. Town of Glen Lyn",0,0,0,0
"10-2020","225. Town of Gordonsville",0,0,0,0
"10-2020","226. Town of Goshen",0,1,0,0
"10-2020","230. Town of Halifax",0,0,0,0
"10-2020","233. Town of Haymarket",0,0,0,0
"10-2020","235. Town of Herndon",0,38,0,1
"10-2020","237. Town of Hillsville",0,3,0,0
"10-2020","239. Town of Honaker",0,0,0,0
"10-2020","240. Town of Independence",0,0,0,0
"10-2020","241. Town of Iron Gate",0,0,0,0
"10-2020","245. Town of Jonesville",0,0,0,0
"10-2020","247. Town of Kenbridge",0,0,0,0
"10-2020","248. Town of Keysville",0,0,0,0
"10-2020","249. Town of Kilmarnock",0,2,0,0
"10-2020","250. Town of LaCrosse",0,0,0,0
"10-2020","252. Town of Lebanon",0,1,0,0
"10-2020","253. Town of Leesburg",0,14,0,0
"10-2020","254. Town of Louisa",0,0,0,0
"10-2020","255. Town of Lovettsville",0,0,0,0
"10-2020","257. Town of McKenney",0,0,0,0
"10-2020","258. Town of Melfa",0,0,0,0
"10-2020","259. Town of Middleburg",0,0,0,0
"10-2020","261. Town of Mineral",0,0,0,0
"10-2020","264. Town of Mount Crawford",0,0,0,0
"10-2020","265. Town of Mount Jackson",0,0,0,0
"10-2020","267. Town of Nassawadox",0,0,0,0
"10-2020","269. Town of New Market",0,2,0,0
"10-2020","272. Town of Occoquan",0,0,0,0
"10-2020","274. Town of Onley",0,2,0,0
"10-2020","275. Town of Orange",0,0,0,0
"10-2020","276. Town of Painter",0,0,0,0
"10-2020","278. Town of Parksley",0,0,0,0
"10-2020","279. Town of Pearisburg",0,1,0,0
"10-2020","280. Town of Pembroke",0,1,0,0
"10-2020","281. Town of Pennington Gap",0,3,0,0
"10-2020","284. Town of Port Royal",0,0,0,0
"10-2020","285. Town of Pound",0,0,0,0
"10-2020","286. Town of Purcellville",0,9,0,0
"10-2020","290. Town of Ridgeway",0,0,0,0
"10-2020","291. Town of Round Hill",0,0,0,0
"10-2020","294. Town of Saint Paul",0,2,0,0
"10-2020","299. Town of Shenandoah",1,1,0,0
"10-2020","300. Town of Smithfield",0,2,0,1
"10-2020","301. Town of South Hill",0,4,0,0
"10-2020","304. Town of Stephens City",0,4,0,0
"10-2020","305. Town of Stony Creek",0,1,0,0
"10-2020","306. Town of Strasburg",0,0,0,0
"10-2020","307. Town of Stuart",0,0,0,0
"10-2020","310. Town of Tappahannock",0,7,0,0
"10-2020","311. Town of The Plains",0,0,0,0
"10-2020","315. Town of Troutville",0,0,0,0
"10-2020","319. Town of Wachapreague",0,1,0,0
"10-2020","321. Town of Warsaw",0,2,0,0
"10-2020","324. Town of Weber City",0,1,0,0
"10-2020","325. Town of West Point",0,0,0,0
"10-2020","327. Town of White Stone",0,0,0,0
"10-2020","328. Town of Windsor",0,5,0,0
"10-2020","329. Town of Wise",0,4,0,0
"10-2020","330. Town of Woodstock",0,1,0,0
"10-2020","331. Town of Hurt",0,0,0,0
"10-2021","000. Arlington County",0,83,0,8
"10-2021","001. Accomack County",1,16,0,0
"10-2021","002. Albemarle County",2,206,0,0
"10-2021","003. Alleghany County",1,9,0,0
"10-2021","004. Amelia County",1,8,0,0
"10-2021","005. Amherst County",1,17,0,2
"10-2021","006. Appomattox County",0,6,0,0
"10-2021","007. Augusta County",1,58,0,3
"10-2021","008. Bath County",0,2,0,0
"10-2021","009. Bedford County",2,49,0,0
"10-2021","010. Bland County",0,10,0,0
"10-2021","011. Botetourt County",1,28,0,0
"10-2021","012. Brunswick County",4,14,1,1
"10-2021","013. Buchanan County",0,11,0,0
"10-2021","014. Buckingham County",0,11,0,0
"10-2021","015. Campbell County",2,27,0,0
"10-2021","016. Caroline County",1,31,0,0
"10-2021","017. Carroll County",3,13,0,0
"10-2021","018. Charles City County",1,3,0,0
"10-2021","019. Charlotte County",2,0,0,0
"10-2021","020. Chesterfield County",3,191,0,2
"10-2021","021. Clarke County",0,7,0,0
"10-2021","022. Craig County",0,1,0,0
"10-2021","023. Culpeper County",1,35,0,0
"10-2021","024. Cumberland County",3,13,0,1
"10-2021","025. Dickenson County",0,1,0,0
"10-2021","026. Dinwiddie County",0,21,0,0
"10-2021","028. Essex County",1,8,0,0
"10-2021","029. Fairfax County",6,424,1,21
"10-2021","030. Fauquier County",0,45,0,1
"10-2021","031. Floyd County",0,6,0,0
"10-2021","032. Fluvanna County",2,7,0,1
"10-2021","033. Franklin County",1,21,0,0
"10-2021","034. Frederick County",0,24,0,1
"10-2021","035. Giles County",1,1,0,1
"10-2021","036. Gloucester County",1,22,0,2
"10-2021","037. Goochland County",0,25,0,0
"10-2021","038. Grayson County",0,6,0,1
"10-2021","039. Greene County",0,4,0,1
"10-2021","040. Greensville County",1,12,0,0
"10-2021","041. Halifax County",0,12,0,0
"10-2021","042. Hanover County",1,68,0,0
"10-2021","043. Henrico County",5,231,2,7
"10-2021","044. Henry County",1,23,0,2
"10-2021","045. Highland County",0,4,0,0
"10-2021","046. Isle of Wight County",0,22,0,1
"10-2021","047. James City County",1,67,0,1
"10-2021","048. King George County",0,8,0,0
"10-2021","049. King & Queen County",0,5,0,0
"10-2021","050. King William County",0,11,0,0
"10-2021","051. Lancaster County",1,1,0,0
"10-2021","052. Lee County",0,6,0,0
"10-2021","053. Loudoun County",1,144,0,4
"10-2021","054. Louisa County",4,27,0,0
"10-2021","055. Lunenburg County",0,2,0,0
"10-2021","056. Madison County",0,5,0,0
"10-2021","057. Mathews County",0,0,0,0
"10-2021","058. Mecklenburg County",1,12,0,0
"10-2021","059. Middlesex County",0,5,0,0
"10-2021","060. Montgomery County",0,65,0,1
"10-2021","062. Nelson County",1,24,0,0
"10-2021","063. New Kent County",2,18,0,0
"10-2021","065. Northampton County",1,4,0,0
"10-2021","066. Northumberland County",1,7,0,0
"10-2021","067. Nottoway County",0,2,0,0
"10-2021","068. Orange County",0,18,0,0
"10-2021","069. Page County",0,6,0,0
"10-2021","070. Patrick County",0,3,0,0
"10-2021","071. Pittsylvania County",0,31,0,1
"10-2021","072. Powhatan County",0,18,0,0
"10-2021","073. Prince Edward County",3,10,0,0
"10-2021","074. Prince George County",2,53,0,0
"10-2021","076. Prince William County",7,290,1,9
"10-2021","077. Pulaski County",1,10,0,2
"10-2021","078. Rappahannock County",0,7,0,0
"10-2021","079. Richmond County",0,4,0,1
"10-2021","080. Roanoke County",1,27,0,1
"10-2021","081. Rockbridge County",1,38,0,0
"10-2021","082. Rockingham County",3,24,0,1
"10-2021","083. Russell County",2,14,0,0
"10-2021","084. Scott County",1,7,0,0
"10-2021","085. Shenandoah County",0,25,0,0
"10-2021","086. Smyth County",0,14,0,0
"10-2021","087. Southampton County",1,10,0,0
"10-2021","088. Spotsylvania County",3,70,1,2
"10-2021","089. Stafford County",4,89,1,1
"10-2021","090. Surry County",0,7,0,0
"10-2021","091. Sussex County",1,6,0,0
"10-2021","092. Tazewell County",0,12,0,0
"10-2021","093. Warren County",0,28,0,0
"10-2021","095. Washington County",1,29,0,0
"10-2021","096. Westmoreland County",1,0,0,0
"10-2021","097. Wise County",0,9,0,0
"10-2021","098. Wythe County",1,5,0,0
"10-2021","099. York County",0,28,0,1
"10-2021","100. City of Alexandria",0,57,0,2
"10-2021","101. Town of Big Stone Gap",0,0,0,0
"10-2021","102. City of Bristol",0,17,0,1
"10-2021","103. City of Buena Vista",0,2,0,0
"10-2021","104. City of Charlottesville",0,46,0,2
"10-2021","105. Town of Clifton Forge",0,0,0,0
"10-2021","106. City of Colonial Heights",0,15,0,0
"10-2021","107. City of Covington",0,2,0,0
"10-2021","108. City of Danville",1,54,0,3
"10-2021","109. City of Emporia",0,26,0,0
"10-2021","110. City of Falls Church",0,6,0,2
"10-2021","111. City of Fredericksburg",0,123,0,2
"10-2021","112. Town of Front Royal",0,3,0,0
"10-2021","113. City of Galax",0,2,0,0
"10-2021","114. City of Hampton",0,294,0,2
"10-2021","115. City of Harrisonburg",0,34,0,1
"10-2021","116. City of Hopewell",0,84,0,0
"10-2021","117. City of Lexington",0,5,0,2
"10-2021","118. City of Lynchburg",2,62,0,0
"10-2021","119. Town of Marion",0,0,0,0
"10-2021","120. City of Martinsville",0,5,0,0
"10-2021","121. City of Newport News",1,151,1,6
"10-2021","122. City of Norfolk",2,193,0,10
"10-2021","123. City of Petersburg",0,18,0,1
"10-2021","124. City of Portsmouth",0,88,0,2
"10-2021","125. Town of Pulaski",0,1,0,0
"10-2021","126. City of Radford",0,8,0,0
"10-2021","127. City of Richmond",0,265,0,18
"10-2021","128. City of Roanoke",0,34,0,4
"10-2021","129. City of Salem",0,17,0,1
"10-2021","130. Town of South Boston",0,9,0,0
"10-2021","131. City of Chesapeake",1,120,1,1
